"Timestamp","5MMANGL6 - Qualité globale de l'enseignement :","5MMANGL6 - Qualité des supports de l'enseignement :","5MMANGL6 - Pertinence de l'enseignement dans le cursus:","5MMANGL6 - Commentaires:","5MMCEAMC - Qualité globale de l'enseignement :","5MMCEAMC - Qualité des supports de l'enseignement :","5MMCEAMC - Pertinence de l'enseignement dans le cursus:","5MMCEAMC - Commentaires:","5MMCTSL0 - Qualité globale de l'enseignement :","5MMCTSL0 - Qualité des supports de l'enseignement :","5MMCTSL0 - Pertinence de l'enseignement dans le cursus:","5MMCTSL0 - Commentaires:","5MMECIS - Qualité globale de l'enseignement :","5MMECIS - Qualité des supports de l'enseignement :","5MMECIS - Pertinence de l'enseignement dans le cursus:","5MMECIS - Commentaires:","5MMIM - Qualité globale de l'enseignement :","5MMIM - Qualité des supports de l'enseignement :","5MMIM - Pertinence de l'enseignement dans le cursus:","5MMIM - Commentaires:","5MMMTSP - Qualité globale de l'enseignement :","5MMMTSP - Qualité des supports de l'enseignement :","5MMMTSP - Pertinence de l'enseignement dans le cursus:","5MMMTSP - Commentaires:","5MMREX - Ce cours faisait-il partie de tes options ?","5MMREX - Qualité globale de l'enseignement :","5MMREX - Qualité des supports de l'enseignement :","5MMREX - Pertinence de l'enseignement dans le cursus:","5MMREX - Commentaires:","5MMSD3 - Qualité globale de l'enseignement :","5MMSD3 - Qualité des supports de l'enseignement :","5MMSD3 - Pertinence de l'enseignement dans le cursus:","5MMSD3 - Commentaires:","5MMSSE - Qualité globale de l'enseignement :","5MMSSE - Qualité des supports de l'enseignement :","5MMSSE - Pertinence de l'enseignement dans le cursus:","5MMSSE - Commentaires:","5MMSTAG - Qualité globale de l'enseignement :","5MMSTAG - Qualité des supports de l'enseignement :","5MMSTAG - Pertinence de l'enseignement dans le cursus:","5MMSTAG - Commentaires:","5MMSTRMR - Qualité globale de l'enseignement :","5MMSTRMR - Qualité des supports de l'enseignement :","5MMSTRMR - Pertinence de l'enseignement dans le cursus:","5MMSTRMR - Commentaires:","5MMTF - Qualité globale de l'enseignement :","5MMTF - Qualité des supports de l'enseignement :","5MMTF - Pertinence de l'enseignement dans le cursus:","5MMTF - Commentaires:","5MMVSE - Qualité globale de l'enseignement :","5MMVSE - Qualité des supports de l'enseignement :","5MMVSE - Pertinence de l'enseignement dans le cursus:","5MMVSE - Commentaires:","5MMALL6 - Ce cours faisait-il partie de tes options ?","5MMALL6 - Qualité globale de l'enseignement :","5MMALL6 - Qualité des supports de l'enseignement :","5MMALL6 - Pertinence de l'enseignement dans le cursus:","5MMALL6 - Commentaires:","5MMAPSA - Ce cours faisait-il partie de tes options ?","5MMAPSA - Qualité globale de l'enseignement :","5MMAPSA - Qualité des supports de l'enseignement :","5MMAPSA - Pertinence de l'enseignement dans le cursus:","5MMAPSA - Commentaires:","5MMDROI6 - Ce cours faisait-il partie de tes options ?","5MMDROI6 - Qualité globale de l'enseignement :","5MMDROI6 - Qualité des supports de l'enseignement :","5MMDROI6 - Pertinence de l'enseignement dans le cursus:","5MMDROI6 - Commentaires:","5MMEPOL6 - Ce cours faisait-il partie de tes options ?","5MMEPOL6 - Qualité globale de l'enseignement :","5MMEPOL6 - Qualité des supports de l'enseignement :","5MMEPOL6 - Pertinence de l'enseignement dans le cursus:","5MMEPOL6 - Commentaires:","5MMSANG - Ce cours faisait-il partie de tes options ?","5MMSANG - Qualité globale de l'enseignement :","5MMSANG - Qualité des supports de l'enseignement :","5MMSANG - Pertinence de l'enseignement dans le cursus:","5MMSANG - Commentaires:","5MMTAND - Ce cours faisait-il partie de tes options ?","5MMTAND - Qualité globale de l'enseignement :","5MMTAND - Qualité des supports de l'enseignement :","5MMTAND - Pertinence de l'enseignement dans le cursus:","5MMTAND - Commentaires:","3ASLE - Le semestre passé a-t-il globalement correspondu à tes attentes ?","3ASLE - Les différents modules sont bien équilibrés.","3ASLE - Commentaires:"
"2017/01/19 11:26:35 am CET","6","6","6","Le thème English Speeches and Rhetoric était très intéressant et m'a appris beaucoup.","6","6","6","","4","4","4","","6","6","2","Projets très intéressants et instructifs mais j'aurais aimé voir plus de sujets concernant le logiciel embarqué avec moins de VHDL.","2","6","6","Le fait d'imaginer un produit en groupe était très intéressant mais certains cours étaient soporifiques.","6","6","4","Cours complets et variés. Supports de cours excellent. On a aussi pu aborder d'autres compétences comme la qualité du code.","Oui","6","6","6","Pas assez de personnes n'ont participé lors de la discussion et le travail était inutile.","6","6","6","Cours et TP très intéressants.","2","2","3","Enseignement trop long et trop détaillé alors que tout le monde n'est pas forcément concerné.
Le TP n'était pas vraiment utile, il consistait en une séquence de clics à faire sur un logiciel.","6","6","6","","2","2","2","Le cours théorique était trop détaillé pour l'application à effectuer. J'aurais aimé avoir fait dans ces années d'enseignement un vrai TP de logiciel embarqué mais on ne nous propose ici que des outils simplifiés...","2","2","2","Cours trop long, trop détaillé, par moment ennuyeux et qui n'intéresse pas toute la promo.","6","6","2","Cours très intéressant mais est-il pertinent pour tout le monde ?","Oui","6","6","6","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","1","1","En rejoignant la filière Systèmes et Logiciels Embarqués, je m'attendais à trouver autant de matériel que de logiciel mais on a suivi tout au long de ce semestre principalement des cours concernant le matériel ou des cours trop spécialisés. Pourquoi ne pas faire enseigner aux élèves des cours de base de logiciel embarqué ? Je souhaite être plus tard un ingénieur en systèmes embarqués et faire principalement du logiciel bas-niveau. Toute mon expérience acquise dans ce domaine s'est faite par moi même, grâce aux projets choisis et grâce aux stages. Un étudiant SLE lambda n'a aucune expérience en logiciel embarqué. Il ne connait pas les cartes de développement standard (STM32, MSP430, même arduino...), il ne sait pas comment trouver, télécharger, installer et utiliser toute la chaîne de développement (compilateur ARM ou TI, débogueur JTAG, flasher), il ne sait pas utiliser les BUS de communication célèbres (I2C, SPI, PCI)."
"2017/01/19 4:41:16 pm CET","4","3","4","Trop de temps nécessaire pour la préparation des oraux qui sont trop longs.","4","4","5","Liste des processeurs qui ont existé par le passé, trop exhaustif et pas assez de pratique, même si elle était intéressante","5","2","3","Les rapports sont beaucoup trop exigeants et prennent trop de temps pour ce que ça nous apporte au plan personnel. Peut-être essayer de faire plus de conférences en moins de temps, et ne pas avoir à rédiger tous les rapports. (Cf conférences IF)","2","1","6","Environnement de travail à Phelma non adapté. Les logiciels utilisés sont trop lourds pour les machines disponibles et le projet ne se prête pas à un environnement restreint (IE : ne pas pouvoir installer des paquets, logiciel, etc) ce qui nous amène à ne pas pouvoir travailler sur place et devoir utiliser uniquement sa machine personnelle.
Les sujets sont très intéressants, mais on perd trop de temps inutilement pour de la configuration. Il faudrait un environnement prêt à l'emploi pour se concentrer pleinement sur l'objectif du projet.","1","1","1","Troisième fois qu'on refait quasiment le même cours. On nous a demandé de faire également ce qu'on fait en CECA en 1 an en moins de 2 semaines. Inenvisageable.","6","6","6","Exigence trop importante pour des raisons futiles. Nous en avons pas forcément besoin. Le cours est très bien.","Oui","4","4","5","","4","1","4","Pas de support. On pourrait faire un projet plus appliqué, qui pourrait servir pour la suite.","4","4","4","Bon TP, mais le rapport/screenshot pour prouver que le travail a été fait me semble inefficace. À voir si il y a une autre méthode d'évaluation.","1","1","1","","1","1","1","Principe intéressant, mais le travail semble inutile. Le rapport qui doit introduire tout le contexte du projet, jusqu'à pourquoi ce cours existe est superflu. ","1","1","3","","1","1","3","","Non","","","","","Oui","6","6","6","","Oui","4","4","4","","Non","","","","","Non","","","","","Non","","","","","4","4","Globalement, le semestre est complet et correspond bien aux attentes. Certains cours sont à revoir sur la forme, mais le fond y est."
"2017/01/19 5:04:45 pm CET","4","5","5","Pas de remarques particulières","4","4","4","","2","4","4","Beaucoup trop long et exigeant ! On passe trop de temps à rédiger un rapport (demandé très rigoureux mais pourquoi pas) qu'à assister à une conférence, mauvais ratio apport/travail.
Ce n'est pas le seul projet qui nous est demandé sur notre temps libre.
Je suis d'accord pour être exigeant sur la qualité mais est-ce alors nécessaire d'exiger un rapport pour chaque conférence ? (Cf organisation IF)","3","1","5","Environnement de travail du Cime/Ocae très très médiocre :
PCs léthargiques de 10 ans incapables de faire tourner les logiciels demandés (notamment Vivado), les versions de Vivado nécessaires ne sont disponibles, plein de ssh vers des machines encore plus lentes sont nécessaires, etc...
écrans 4/3 minuscules, Ont ne peut même pas afficher toute les fenêtres de Vivado
Système de quota très spécial, on se retrouve en dépassement de quota après deux recherches internet et tout se met à crasher
","4","4","2","Cours pas si mal, mais très redondant avec tout les cours des années précédentes (créativité, management de l'innovation, etc, etc, etc !).
Le thème des robots pour l'enfance était très réducteur et notre groupe a défendu un projet auquel nous ne croyons pas du tout (probablement viable financièrement mais sans intérêt pour la société)","3","4","5","Le coding style est-il si important ??? Il semble en tout cas être plus important que le caractère fonctionnel du code dans la notation. 
Je me rends bien compte qu'un code doit être facilement maintenable et réutilisable, mais sanctionner si durement pour un espace en fin de ligne est très démotivant.","Oui","5","5","5","J'ai bien aimé, enrichissant. Le rapport était adapté (temps nécessaire et exigence)","4","5","5","TP pas très stimulant, il y avait peut-etre plus intéressant à faire que recoder une partie de TCP.","3","4","5","On ne comprend pas trop où on va dans le TP, et le rapport est très fastidieux (screenshots)","4","5","6","Quelle est la question ?","3","5","2","","4","4","4","","3","4","3","Très théorique, les principes vus en cours ne seront qu'une introduction à ceux qui travailleront dans le développement d'outils de model checking","Non","","","","","Non","","","","","Non","","","","","Oui","6","4","4","Très bien","Non","","","","","Non","","","","","3","3",""
"2017/01/19 5:33:46 pm CET","4","3","6","","5","4","6","","5","3","5","La conférence BH s'est étirée en longueur pour peu de contenu. Ne pas avoir beaucoup de contenu n'est pas grave, mais essayer de remplir quand même les trois heures n'était pas très judicieux, les mêmes choses se répétaient beaucoup.
A l'inverse la conférence Kalray était sans doute trop dense, trop dans le détail. Bien qu'étant (pour moi) une des plus intéressantes, il était difficile d'avoir l'énergie pour suivre pendant les trois heures.","6","6","6","","1","1","1","- Cette matière fait très doublon avec CECA _et_ avec stratégie-marketing. Ayant choisi la seconde option, toute la partie marketing était une complète redite pour moi (et la partie en amphithéâtre était si je ne m'abuse _exactement_ la même qu'en jeu d'entreprise en 1A).
- Le travail demandé, par rapport au coefficient et plus généralement à l'importance de cette matière dans notre apprentissage, est tout simplement démesuré. Le résultat est que les rendus intermédiaires étaient logiquement bâclés à chaque fois. Le fait qu'ils tombent pendant les autres projets (bien plus importants), et que les équipes soient constituées d'élèves de différentes filières (ce qui est bien en soi mais est un cauchemar pour s'organiser) n'aide en rien.
- La matière est aussi très orientée sur une certaine idéologie, que l'on doit être en droit de ne pas partager.
- On nous demande de présenter et de ""pitcher"" une idée en la présentant uniquement sous ses meilleurs jours, plutôt que d'être mesurés et de garder à l'esprit les défauts potentiels, les impacts sociaux, etc. Cela va pour moi à l'encontre de l'éthique qu'est censé avoir un ingénieur.
- La méthode de travail (façon ""créativité"", avec les post-its à coller au mur) n'est en pratique pas utilisée pour des projets sérieux. Dans la pratique, il faut expérimenter et aller en profondeur, prêter attention à tous les points importants, sans jeter les post-its qui n'ont pas eu assez de pastilles de couleur...
- Je suis ressorti de cette matière avec le sentiment de n'en avoir rien retiré (à part du stress inutile). Je pense vraiment qu'elle devrait être optionnelle.","5","5","6","Dommage que la partie pratique n'apparaît que durant la seconde moitié du semestre.","Oui","4","3","4","La partie discussion sur nos stages en groupes était une excellente idée. On a pu parler de manière plus libre, et de sujets pas évoqués ailleurs (personnels, éthiques, philosophiques même). C'est à généraliser !","5","1","6","L'absence de support est handicapante. Cela rend la prise de notes en cours obligatoire, ce qui nous empêche de nous concentrer sur la compréhension des notions et algorithmes.","4","2","5","Le cours semblait par moments une collection de choses disparates. Cela dit, c'est sans doute le domaine qui veut ça.","3","3","5","","2","2","4","La partie mathématiques est très difficile à suivre pour un AST, et les explications de l'enseignante ne facilitaient pas la tâche.","4","1","5","Les documents & transparents ne sont pas sur chamilo","5","5","5","","Non","","","","","Non","","","","","Non","","","","","Oui","6","3","6","Excellent cours. On a besoin de plus de cours comme ceux-ci à l'Ensimag, et pas seulement en option de troisième année.
De manière générale, je trouve _absurde_ de ne pas avoir un seul cours de bases en philosophie / sciences humaines en école d'ingénieur. J'entends par là philosophies politiques, éthique, peut-être un peu de philosophie des sciences et de socio. Le discours sur l'éthique de l'ingénieur lors de l'entrée en école est vide de sens sans ces enseignements.
Souhaite-on des ingénieurs capables de comprendre et de critiquer le monde dans lequel ils vivent, ou de simples automates inventant des solutions sans se soucier de leurs conséquences ? Répondant à des problèmes sans comprendre la raison de leur existence ?","Non","","","","","Non","","","","","4","4","La partie technique est excellente, et je suis heureux d'avoir choisi de faire ma troisième année à l'Ensimag pour cela.
La partie SHEME laisse à désirer. La partie ""Humaine"" en particulier, on dirait parfois qu'on essaye de nous modeler d'une façon bien précise, plutôt que de nous donner les clés pour choisir ce qu'on veut être.

La quantité de travail serait bien dosée s'il n'y avait pas le cours d'innovation & management.

De manière plus générale, après 17 ans assis dans des salles de classe, la méthode commençait à m'insupporter. Etant donné qu'une part non négligeable des étudiants font leur dernière année ailleurs, ne serait-il pas possible d'expérimenter un peu de souplesse sur ce dernier semestre ?"
"2017/01/21 10:44:33 am CET","5","5","4","","5","4","6","","6","5","6","","2","3","4","","5","3","5","","6","6","6","","Oui","4","3","5","","6","5","4","","3","2","3","","5","5","5","","3","3","3","","2","2","2","","3","4","3","","Non","","","","","Non","","","","","Non","","","","","Oui","6","5","5","","Non","","","","","Non","","","","","3","3",""
"2017/01/25 10:31:45 am CET","4","2","5","","4","5","5","","2","6","6","","4","4","6","","3","3","3","","5","5","5","","Oui","5","5","5","","6","5","4","","3","3","4","","5","1","5","","4","4","5","","3","3","3","","5","4","2","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","5","4",""
"2017/02/03 5:00:49 pm CET","5","4","6","Le thème ""Speech"" est particulièrement  adapté dans le cursus d'ingénieur, permet de prendre confiance en soi lors de discours et d'améliorer sa façon de communiquer.
Sans vouloir être méchant, il s'agit du seul cours d'anglais utile que j'ai eu durant ma scolarité d'ingénieur.","6","6","6","Essentiel pour des ingénieurs en systèmes et logiciels embarqués,
très intéressant. Les TPs sont aussi intéressants.","3","3","3","Je ne sais pas vraiment quoi penser de ces conférences. Certaines étaient intéressantes, techniques et en lien avec notre filière tandis que d'autres semblaient complètement déconnectées (physique quantique et BH technologies, qui n'avait rien de technique).
En ce qui concerne les rendus, les critères de notations sont obscurs, on ne sait pas ce qui différencie une bonne synthèse d'une autre.","6","5","6","Le projet choisi par les membres de mon groupe était particulièrement intéressant et très formateur pour des ingénieurs en systèmes et logiciels embarqués. Le grand nombre de sujets (assez variés) permet à tout le monde de trouver ce qui lui plaît et qui serait en lien avec son projet professionnel.

La majorité de notre projet a consisté à écrire du VHDL. Je me souviens d'un professeur nous disant, l'année dernière pour le cours d'implantation de systèmes (si mes souvenirs sont bons), que nous n'avions pas besoin de cours de VHDL car nous n'en ferions pas plus tard. Je ne pense pas que ce soit vrai. En effet, plus de la moitié des cours de cette année concernent uniquement le matériel, et ont un lien fort avec le VHDL (notamment Sécurité des Systèmes Embarqués et Tolérance aux fautes) et on nous a dit que 50% d'entre nous travaillerions sur des FPGAs. De plus, durant ce projet, nous nous sommes rendus compte que nous aurions eu besoin de cours car des problèmes liés au langage et ses subtilités sont survenus.
Cependant, il est vrai que tous les projets ne concernent pas le VHDL.

Néanmoins, malgré nos problèmes avec le VHDL , ce projet est très formateur et je regrette qu'il n'y ait pas eu de projet similaire plus tôt dans la filière SLE (par exemple durant le deuxième semestre de la première année, qui est plutôt calme en comparaison au premier semestre). Nous nous sommes rendus compte à la fin de notre projet que nous ferions les choses différemment si c'était à refaire, et c'est pour cela que je pense qu'il faudrait un deuxième projet de ce type dans la scolarité. Cela permettrait d'améliorer les capacités de gestion de projet pour que nous soyons prêt en sortant de l'école, et permettrait de toucher à des systèmes embarqués en première année (le robot LEGO n'en est pas réellement un, enfin il n'est pas perçu comme tel).","1","1","1","Les cours sont soporifiques et inintéressants. Le projet aussi.
A proposer comme option pour ceux qui seraient intéressés.","6","6","6","J'étais sceptique au début sur l'utilité de cours.
Je ne pense pas refaire du SystemC plus tard (mais on ne sait jamais). Néanmoins, le cours aborde des points intéressants pour les systèmes embarqués et leur simulation (notamment le Hardware Abstraction Layer, pour les systèmes embarqués, l'ISS et le native Wrapper). En revanche, personne ne nous a jamais expliqué comment fonctionnait un linkerscript, et comment en écrire un.","Oui","4","3","3","Ce n'est pas très long, mais pas très utile non plus.","6","5","3","Les cours étaient de bonne qualité et intéressants.
Néanmoins, je ne comprends pas pourquoi nous avons vu uniquement du réseau alors que cela ne nous concerne pas directement (je suis d'accord pour en faire un peu, mais un semestre et tout un TP dessus c'est un peu trop), tandis que nous ne voyons pas comment fonctionnent les applications distribuées.","4","4","4","Cours moyennement intéressant. Trop peu de contenu pour tant d'heures.
Beaucoup de répétitions d'une séance à l'autre, et même entre ce cours et le cours de Tolérance aux fautes.
Cela ne concerne que la partie sécurité matérielle en supposant que l'on a accès physique au dispositif attaqué. Néanmoins, nous pouvons être appelés à travailler dans le domaine de l'internet des objets et des voitures autonomes, et ces systèmes sont largement attaqués de façon logicielle de nos jours. Il est regrettable que nous n'abordions pas aussi la sécurité logicielle (buffer overflow, heap overflow etc.).","6","6","6","Très formateur","5","4","4","J'ai un avis partagé pour ce cours.
D'un côté, la partie automatique est inintéressante et mal amenée. Nous ne sommes pas des automaticiens.
D'un autre côté, la partie système embarqué, utilisation de simulink était beaucoup plus intéressante que l'année dernière. Nous avons compris ce que nous faisions (créer des blocs, rajouter des fonctions etc.), tandis que l'année dernière nous modifions uniquement des variables au hasard.
Peut-être que concevoir toute la modélisation sur Simulink serait intéressant pour bien comprendre comment modéliser un système (mais cela peut être long aussi).
La transformation en Lustre puis en C est assez facile, et la programmation du système embarqué aussi.
Le ""système embarqué"" est un gros point noir aussi. Il est évident qu'utiliser des robots LEGO permet une grande flexibilité : on peut rajouter des capteurs, moteurs très facilement. Néanmoins, beaucoup d'entre nous ne considèrent pas ça comme un vrai système embarqué. Il s'agit d'un jouet et non d'un système que nous pourrions utiliser plus tard. Utiliser des cartes de prototypages telles que les STM32F??? et des moteurs et capteurs ""réels"" serait plus intéressant.

J'ai entendu qu'il serait possible d'utiliser des systèmes tels que la voiture de la NXP cup. Je pense que cela serait très intéressant et plus formateur qu'un robot LEGO.

De plus, il est difficile de justifier que l'on a un peu d'expérience en systèmes embarqués pour le stage de deuxième année en parlant du Robot LEGO. Ce n'est pas quelque chose que l'on met dans son CV comme cela, sans enjoliver ou retravailler un peu les choses.
De même, je ne pense pas pouvoir mettre Simulink dans mes compétences sur mon CV, je n'ai pas assez de connaissances et pratique sur cet outil.","5","4","4","Très orienté matériel (sauf pour 2 séances), et assez redondant avec le cours de Sécurité des Systèmes Embarqués, le cours est néanmoins intéréssant mais un peu trop long et très (trop) théorique, il manque peu être un peu de pratique.","5","4","4","Les cours sont intéressants, mais je ne sais pas si nous allons vraiment appliquer ce que nous avons vu en cours dans notre carrière professionnelle ou s'il s'agissait d'une publicité pour PolySpace.
Il faudrait peut être lié ce cours avec le cours modélisation système embarqué temps réel pour apporter un peu de concret.","Non","","","","","Non","","","","","Oui","6","6","6","Cours intéressants, 1h c'est une durée parfaite (notamment pour le lundi soir où ce n'est pas facile de rester concentré et attentif après une longue journée).
J'ai appris beaucoup de choses intéressantes qui me servent et me serviront plus tard.","Non","","","","","Non","","","","","Non","","","","","1","2","Excusez-moi d'avance pour mon ton peut-être désagréable.

L' année dernière, j'ai hésité à partir à l'étranger pour ce semestre mais j'ai regardé la liste de cours (et l'école ayant changé mon voeu de double diplôme à l'étranger, malheureusement supprimé juste après la cloture des voeux, en simple master pour je ne sais quelle raison, au lieu de passer sur mon deuxième voeu comme je l'avais demandé) et je me suis dit que ce semestre pourrait être intéressant en regardant la liste de cours et leur description sur refens.grenoble-inp.fr.
Malheureusement, la réalité s'est avérée très différente de mes attentes. Les cours sont trop orientés matériel. Il y a très peu de logiciel (nous sommes pourtant en filière Systèmes et LOGICIELS Embarqués).
Heureusement que le projet SLE était là pour apporter un peu de pratique des systèmes et logiciels embarqués.
 - Le cours d'architecture 3A est essentiel pour un futur ingénieur en SLE.
 - Sécurité des systèmes embarqués concerne uniquement le  matériel et n'aborde pas le logiciel, sachant que nous allons potentiellement travaillé dans l'IoT ou les voitures autonomes, un peu de sécurité logicielle ne ferait pas de mal.
 - Tolérance aux Fautes est redondant avec Sécurité des Systèmes embarqués
 - Le cours Robot LEGO ne devrait pas concerner un robot LEGO, comment dire qu'on a fait du système embarqué durant nos études si dès que l'on nous demande sur quoi on a travaillé, on répond sur un robot LEGO. Heureusement que j'ai eu l'occasion de travailler sur un système embarqué durant mon stage AI car je ne voyais pas parler du robot LEGO comme expérience de peur que l'on me rie au nez. La partie automatique de ce cours n'est pas très intéressante, le côté modélisation sur Simulink n'est pas assez approfondi pour que l'on puisse espérer le mettre sur notre CV ou en parler dans un entretien.
 - Modélisation Transactionnelle : Assez intéressant, aborde des points intéressants pour la culture générale SLE (cross compilation, simulation, etc.)
 - Validation des Systèmes Embarqués : beaucoup de théorie, très peu d'applications.
 - Systèmes Distribués : intéressant mais pas très pertinent (on ne fait déjà pas d'embarqué, alors le réseau ...).

Ce n'est pas par méchanceté que j'écris cela, mais pour vous faire part de mon ressenti sur ce semestre et que vous puissiez vous améliorer pour les années suivantes.

Pour être un ingénieur SLE, il me semble essentiel de connaître certains points que nous n'avons pas vus ou à peine entrevus :
 - cross compilation
 - linkerscript
 - Débogage embarqué (gdb, on-chip débogage, JTAG etc.)
 - avoir travaillé sur plusieurs types de microcontrôleurs (STM32, AVR, Attiny etc.)

Je suis peut être trop orienté logiciel, tandis que d'autres pourraient souhaiter plus de matériel. Dans ce cas-là, il serait intéressant de proposer des options pour personnaliser son parcours, au lieu de forcer tout le monde à suivre le même cursus.
En tant qu'étudiant, je ne sais pas à quoi vous nous formez, ou même si vous nous formez à quelque chose. J'ai plus l'impression que certains cours sont là pour justifier les heures de cours de certains enseignants chercheurs sans avoir de but réel dans notre formation.

Excusez-moi encore pour mon ton peut-être désagréable."
"2017/02/03 5:34:33 pm CET","5","6","4","","5","6","5","","6","6","4","","1","1","6","C'était vraiment une honte de travailler sur les ordinateurs du CIME. Nous n'avons même pas eu accès à une machine récente sur laquelle installer notre FPGA dernier cri. C'est lamentable de constater le temps perdu à essayer d'utiliser ces machines. Un cours ridicule.","5","5","3","","6","6","6","","Oui","6","6","6","","6","6","6","","5","4","6","","6","6","6","","5","5","5","","6","6","6","","5","5","6","","Non","","","","","Non","","","","","Non","","","","","Oui","6","6","6","","Non","","","","","Non","","","","","5","6",""
"2017/02/03 10:41:05 pm CET","4","4","5","","4","4","5","","5","5","5","","5","5","6","","3","3","2","","5","4","3","Je ne comprends pas vraiment l'utilité que je pourrai avoir du cours dans le futur. Néanmoins, le cours était très bien (complet, bien expliqué, etc)","Oui","4","3","5","Je trouvais ça intéressant d'entendre parlé des autres stages. Je pense que le REX devrait se faire en plus petit groupe. J'étais dans un groupe de 10 personnes, une grande partie des élèves de mon groupe étaient en IF et ne sont pas venus, ce qui a ""allégé"" la charge en élève. Néanmoins, nous avons été juste en temps pour que tous les élèves s'expriment.","4","4","4","","4","4","4","","5","5","6","","3","3","3","Je pense que peu d'élèves ont vraiment écouté le début du cours car peu interactif peut-être. Les TPs permettent de poser des questions et de mieux s'intéresser à la matière, mais les réponses obtenues laissent parfois penser que le sujet n'est pas complètement maîtrisé (je pense par exemple à des questions sur le fonctionnement attendu du TP qui ne parvient pas à être retrouvé).","4","4","4","Je pense qu'un TP serait le bienvenu.","4","4","4","","Non","","","","","Non","","","","","Non","","","","","Oui","5","5","5","Professeur passionné","Non","","","","","Non","","","","","4","4","Le futur me dira si l'ensemble des matières étudiées étaient utiles. Pour l'instant je ne peux pas trop juger."
"2017/02/04 11:26:01 am CET","3","3","4","","5","5","5","Trop peu de TD par rapport aux années précédentes.","2","4","3","","4","4","6","Il faudrait revoir la manière dont les créneaux horaires sont réservés pour ce projet. Il serait préférable de compresser toutes les heures explosées sur plusieurs semaines en deux semaines et laisser le mois de Janvier tel qu'il est actuellement. En effet, 4 heures tous les mardi ne permet pas d'être très efficace en début de semestre.","1","4","1","","5","5","5","Rien à redire. Bon cours qui a sa place dans le cursus.","Oui","4","4","2","","5","6","5","","4","3","4","","6","5","6","","3","3","3","","4","4","6","","2","5","2","","Non","","","","","Non","","","","","Non","","","","","Oui","5","4","1","","Non","","","","","Non","","","","","4","4",""
"2017/02/05 10:20:34 pm CET","5","5","5","","4","5","4","","4","4","4","","4","4","4","","4","3","4","","5","5","5","","Non","","","","","5","5","5","","5","6","5","","5","5","5","","5","5","5","","5","6","5","","4","4","4","","Non","","","","","Oui","6","6","6","","Oui","5","5","5","","Non","","","","","Non","","","","","Non","","","","","5","5",""
"2017/02/07 3:50:50 pm CET","5","5","4","","1","2","5","","4","5","5","Un rapport typique des enseignants pour comparaison serait très intéressant","1","1","5","Aucune raison d'allez à Phelma : pas de droit root / pas assez de quota / Vivado est installé à l'Ensimag sur des machines plus puissantes.
De plus les professeurs s'investissent peu dans les projets, on a ainsi un manque d'investissement de ceux-ci (manque de présence, suivi de projet)","2","2","2","Il y a déjà CECA l'année précédente et ceci n'en est qu'un cours accéléré.","5","4","4","","Oui","3","3","4","","5","5","5","","4","4","4","Peu de détails sur le soft / fait doublon avec le cours Tolérance aux fautes","5","5","6","","4","4","4","","4","2","4","Doublon avec le cours de sécurité","5","5","5","","Non","","","","","Non","","","","","Oui","4","5","4","","Non","","","","","Non","","","","","Non","","","","","4","3","Manque d'investissement des professeurs dans le projet SLE qui est le plus gros coefficient..."
"2017/02/10 4:17:34 pm CET","4","5","5","","6","6","6","","5","5","5","","6","6","6","La seul vrai mise en pratique de nos connaissances","1","1","1","Utilité de refaire le CECA de 2A en moins de temps ?","6","6","6","","Oui","4","3","4","","6","6","6","","2","2","3","Se chevauche avec tolérances aux fautes","6","6","6","","3","3","4","Mériterais de rentrer beaucoup plus en profondeur dans les concepts pour devenir intéressant","1","1","3","Se chevauche avec sécurité des systèmes, enseignement inexistant ","5","5","6","","Non","","","","","Non","","","","","Oui","6","6","5","","Non","","","","","Non","","","","","Non","","","","","5","3",""
