"Timestamp","4MMANGS1 - Qualité globale de l'enseignement :","4MMANGS1 - Qualité des supports de l'enseignement :","4MMANGS1 - Pertinence de l'enseignement dans le cursus:","4MMANGS1 - Commentaires:","4MMAOD6 - Qualité globale de l'enseignement :","4MMAOD6 - Qualité des supports de l'enseignement :","4MMAOD6 - Pertinence de l'enseignement dans le cursus:","4MMAOD6 - Commentaires:","4MMEPSS1 - Qualité globale de l'enseignement :","4MMEPSS1 - Qualité des supports de l'enseignement :","4MMEPSS1 - Pertinence de l'enseignement dans le cursus:","4MMEPSS1 - Commentaires:","4MMFLI - Qualité globale de l'enseignement :","4MMFLI - Qualité des supports de l'enseignement :","4MMFLI - Pertinence de l'enseignement dans le cursus:","4MMFLI - Commentaires:","4MMGDPGL - Qualité globale de l'enseignement :","4MMGDPGL - Qualité des supports de l'enseignement :","4MMGDPGL - Pertinence de l'enseignement dans le cursus:","4MMGDPGL - Commentaires:","4MMPBD - Qualité globale de l'enseignement :","4MMPBD - Qualité des supports de l'enseignement :","4MMPBD - Pertinence de l'enseignement dans le cursus:","4MMPBD - Commentaires:","4MMPCSEF - Qualité globale de l'enseignement :","4MMPCSEF - Qualité des supports de l'enseignement :","4MMPCSEF - Pertinence de l'enseignement dans le cursus:","4MMPCSEF - Commentaires:","4MMPDI - Qualité globale de l'enseignement :","4MMPDI - Qualité des supports de l'enseignement :","4MMPDI - Pertinence de l'enseignement dans le cursus:","4MMPDI - Commentaires:","4MMPGL6 - Qualité globale de l'enseignement :","4MMPGL6 - Qualité des supports de l'enseignement :","4MMPGL6 - Pertinence de l'enseignement dans le cursus:","4MMPGL6 - Commentaires:","4MMPOO6 - Qualité globale de l'enseignement :","4MMPOO6 - Qualité des supports de l'enseignement :","4MMPOO6 - Pertinence de l'enseignement dans le cursus:","4MMPOO6 - Commentaires:","4MMPPIP - Qualité globale de l'enseignement :","4MMPPIP - Qualité des supports de l'enseignement :","4MMPPIP - Pertinence de l'enseignement dans le cursus:","4MMPPIP - Commentaires:","4MMPSGBD - Qualité globale de l'enseignement :","4MMPSGBD - Qualité des supports de l'enseignement :","4MMPSGBD - Pertinence de l'enseignement dans le cursus:","4MMPSGBD - Commentaires:","4MMSEPC - Qualité globale de l'enseignement :","4MMSEPC - Qualité des supports de l'enseignement :","4MMSEPC - Pertinence de l'enseignement dans le cursus:","4MMSEPC - Commentaires:","4MMALLS1 - Ce cours faisait-il partie de tes options ?","4MMALLS1 - Qualité globale de l'enseignement :","4MMALLS1 - Qualité des supports de l'enseignement :","4MMALLS1 - Pertinence de l'enseignement dans le cursus:","4MMALLS1 - Commentaires:","4MMCECA1 - Ce cours faisait-il partie de tes options ?","4MMCECA1 - Qualité globale de l'enseignement :","4MMCECA1 - Qualité des supports de l'enseignement :","4MMCECA1 - Pertinence de l'enseignement dans le cursus:","4MMCECA1 - Commentaires:","4MMMOS1 - Ce cours faisait-il partie de tes options ?","4MMMOS1 - Qualité globale de l'enseignement :","4MMMOS1 - Qualité des supports de l'enseignement :","4MMMOS1 - Pertinence de l'enseignement dans le cursus:","4MMMOS1 - Commentaires:","4MMMTA - Ce cours faisait-il partie de tes options ?","4MMMTA - Qualité globale de l'enseignement :","4MMMTA - Qualité des supports de l'enseignement :","4MMMTA - Pertinence de l'enseignement dans le cursus:","4MMMTA - Commentaires:","4MMSANG - Ce cours faisait-il partie de tes options ?","4MMSANG - Qualité globale de l'enseignement :","4MMSANG - Qualité des supports de l'enseignement :","4MMSANG - Pertinence de l'enseignement dans le cursus:","4MMSANG - Commentaires:","4MMSM - Ce cours faisait-il partie de tes options ?","4MMSM - Qualité globale de l'enseignement :","4MMSM - Qualité des supports de l'enseignement :","4MMSM - Pertinence de l'enseignement dans le cursus:","4MMSM - Commentaires:","4MMTANS1 - Ce cours faisait-il partie de tes options ?","4MMTANS1 - Qualité globale de l'enseignement :","4MMTANS1 - Qualité des supports de l'enseignement :","4MMTANS1 - Pertinence de l'enseignement dans le cursus:","4MMTANS1 - Commentaires:","2AISI - Le semestre passé a-t-il globalement correspondu à tes attentes ?","2AISI - Les différents modules sont bien équilibrés.","2AISI - Commentaires:"
"2017/01/25 8:21:51 am CET","4","2","5","L'anglais est important, mais tou-te-s les profs ne le rendent pas intéressant pour autant (stop aux conférences TEDx !).","2","3","5","Le cours s'est amélioré depuis l'année dernière (un indien qui parle difficilement anglais et même pas français et qui ne connaît pas plus le cours que nous), mais c'est principalement à l'enseignant de TD que j'ai eu (Pernet Clément) qui était clair et dynamique, mais j'ai entendu que dans les autres groupes de TD l'enseignant était un désastre.
Cependant et de manière générale, la réduction du nombre d'heures de cours se fait clairement sentir car aucun TD n'a été fini, ne serait-ce qu'à moitié, la durée annoncée pour chaque exercice étant ridiculement courte.","3","1","3","Comme d'habitude, le sport est très hétérogène. Il doit y avoir des personnes pour qui ça se passe bien, mais le Multi-A avec Gilles Durand est une masquarade. L'enseignement y est mauvais, sans aucun support, ce n'est presque que de la débrouille, et ça ne change pas.
Son importance dans le cursus est une blague, voir le sport comme une activité de management c'est se planter : on fait du sport ou on est coach, mais les deux à la fois pour exercer des compétences transversales relève de la stupidité si l'on n'est aidé pour rien.","5","4","4","La matière ""math"" en ISI, elle est intéressante et bien enseignée (Mnacho c'est le meilleur !) même si lui donner un peu d'application serait intéressant, pas juste un TP qui ne sert à rien pour le partiel.","1","2","5","C'est un cours très important à mon sens, puisque l'industrie informatique moderne est principalement constituée de gros projets ou de plus petits qui s'inscrivent dans les premiers, et que pour chacun il est important de savoir structurer et renseigner son activité.
Ce qui n'est pas du tout transmis par le cours où l'on comprend via un prof qui se branle actuellement que ce n'est que du bullshit.
La gestion de projet n'est pas enseignée du tout à l'Ensimag, enfin jusqu'à ce qu'on reconnaisse que le blabla est un véritable cours.","3","3","4","L'enseignement en lui-même est important, mais l'approche qu'il prend est assez éloignée de la réalité, et sa réalisation un peu brouillonne (Ranconcio Claudia explique bien mais ses supports ne sont pas aussi expressifs, trop brouillons).","3","5","4","Implémenter soi-même un OS, qui est un élément important avec lequel intéragit un ingénieur Ensimag, d'autant plus ISI, est pertinent.
Mais le Projet en lui-même tient plus du code à trou que du véritable projet, ce qui ne fait pas beaucoup de différence s'il s'agissait de TP de SPEC.","4","3","4","Le réseau s'est nettement amélioré depuis l'année dernière car NNotes.io a disparu. Mais le cours qui était dessus est maintenant sur Chamilo, ce qui ne change pas sa qualité intrinsèque. Les petits quizz sur Chamilo sont anecdotiques face au manque de correction de TD. Quant au TP, ils plutôt bien, mais le partiel consistant seulement à connaître des commandes par coeur a été du foutage du gueule.","1","3","6","Le projet GL est une très bonne idée : un projet d'une taille suffisante pour qu'il faille le comprendre pour le coder, qui apporte de l'expérience tant en terme de code que de gestion de projet et de travail en équipe, et qui permet de mieux comprendre les compilateurs et la théorie des langages.
Mais la réalisation n'est pas à la hauteur : la volonté d'en faire un projet Agile est toujours risible quand la plupart des élèves ne savent pas ce qu'est VRAIMENT de l'agilité, que la préparation des profs pour les extensions était proche de zéro, la disponibilité de l'encadrant (Mt Groz en l'occurence) proche de zéro également, que les cours ne font qu'égratiner la surface su projet ce qui n'apporte donc rien par rapport au poly, poly qui a été mis à jour de l'existence des extensions de façon bâclée, le code fourni qui en plus d'être à trou pour certaines parties est SALE : pas de documentation, pas de respect du coding style.
Ce projet emblématique mériterait d'être remis au propre et préparé égelement par les professeurs.","5","5","5","Nécessaire, correctement enseigné, avec de bons supports.
Le seul bémol aura été l'évaluation par les pairs qui n'a pas été rendu obligatoire par les enseignants, et qui donc a signifié plus de travail pour les élèves qui se prêtaient au jeu, et qui en ont été les perdants puisqu'ils n'ont pas été évalués en retour.","3","2","4","Les Conférences Métiers ne sont pas toujours très intéressantes ni très pertinentes. Est-ce que les milliers de retours sur les entreprises fait par les élèves sont synthétisés pour forunir un liste de conseils qui est fourni aux entreprises avant qu'elle vienne ? Car certaines étaient si mauvaises que ce n'en était pas tolérable (coucou Esker !).","4","3","5","Les BD sont importants. Langle abordé est peut-être un peu trop scolaire, et pas assez professionnel. Et puis l'utilisation d'Oracle c'était vraiment obligatoire ?","4","4","6","Comprendre les rôles et le fonctionnement d'un OS est absolument pertinent à l'Ensimag, en particulier en ISI.
Mais la réalisation ensuite pêche un peu. Rien de grave, mais la matière n'est simplement pas très appliquée au final, dommage qu'il n'y ait pas de Projet de Conception d'OS .... oh wait ! Ils sont juste pas au courant ou alors ne se donnent pas la peine de faire des ponts ?","Non","","","","","Non","","","","","Non","","","","","Oui","5","3","6","Le cours de Carime AYati est plutôt très intéressant, et même s'il n'est pas directement pertinent dans le cursus, il est putain de pertinent dans un cadre de culture générale. Avec l'anglais, c'est l'un des seuls cours qui nous sors le cul du proc' et la tête du Cloud, et ça fait vraiment du bien, ne serait-ce que pour ne pas arriver sur le marché du travail expert en Ada mais ignorant dans tout le reste.
La matière étant nouvelle, il a rédigé au fur-et-à-mesure ses notes de cours, ce qui a empêché de n'avoir qu'un seul PDF sur lequel prendre des notes, mais c'est un moindre mal.","Non","","","","","Oui","3","2","4","Ce cours pourrait être intéressant. Mais il se résume à ""BULLSHIT"". Voilà.
Les enseignants font le concours entre eux de croire à ce qu'ils racontent, tandis que les élèves essayent de leur aire croire à leur présence alors qu'ils passent leur Dimanche après-midi à geeker sur Dishonored.
Par contre, si vous voulez voir des PowerPoint comme on n'en fait plus depuis qu'on ne se les envoie plus par mail sur nos Windows 98, le cours de Stratégie est pour vous ! Des smileys, des clipart, du mauvais goût pour les couleurs et plein de schémas pour paraître sérieux.","Non","","","","","3","4","Ca s'est amélioré par rapport à ma 2A de l'année dernière, seulement parce que les points les plus critiques ont été corrigés, mais le reste continue de couler.
Sauver les meubles ne devrait pas être la stratégie éducative d'une des plus grandes écoles d'ingénieurs informatiques de France.
Le succès de l'Ensimag n'est auto-entretenu que par sa sélection à l'entrée, car niveau enseignements on est en-dessous du niveau de Polytech, et je sais de quoi je parle.
Que vaut-il mieux alors ? Perpétuer l'entrisme ou bien enfin se sortir les doigts du cul ? Vu que ce sont maintenant les élèves qui font le boulot d'évaluer les profs et non plus leur hiérarchie, je pense savoir quelle option a été choisie."
"2017/01/25 4:03:34 pm CET","4","4","6","","3","6","6","Le CM pourrait être un peu plus interactif","6","6","6","","3","6","4","La première partie de cours était très claire et très intéressante, la suite le fut beaucoup moins après le changement de professeur. Les CM n'étaient pas assez vivants, avec trop peu d'exemples qui rendraient le cours plus interactif. Le partiel n'avait rien à voir avec ce qui a été fait en TD, ou par rapport aux annales. Il était beaucoup trop dur, je suis certaine que les notes ont du être montées. Cependant je suis très satisfaite du système de TD avec les corrigés donnés, ce qui nous permet d'avancer à notre rythme en pouvant vérifier notre travail. Je suis également très satisfaite des CM de la première partie du cours.","3","4","2","Ce cours est certes important mais je pense que la gestion de projet s'apprend bien mieux au cours de projets de groupe, en nous donnant quelques pistes que dans des cours spécifiques, c'était un peu ennuyeux.","6","6","6","","4","6","4","","6","6","6","Je trouve très bien le principe de cours/TD où l'on applique directement les notions vu dans le cours au début de la séance. C'est bien d'avoir les corrigés en ligne pour pouvoir revoir les cours.","5","6","6","","6","6","6","","6","6","6","","6","6","6","","4","4","4","","Oui","6","6","6","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","5","5",""
"2017/01/25 5:51:49 pm CET","5","4","4","","4","4","5","","4","2","4","Une organisation très faible au premier semestre pour les inscriptions, avec très peu de différence au deuxième semestre.
Les cours en eux même sont satisfaisant","5","5","4","","4","4","4","","4","4","5","","5","5","4","","4","3","4","Il aurait été préférable d'organiser de vrais cours plutôt que de limiter les classes aux TDs et Tps avec les cours sur chamilo.","5","4","5","","5","5","5","","4","3","3","","5","4","5","","5","4","5","","Non","","","","","Non","","","","","Oui","4","3","4","","Non","","","","","Non","","","","","Oui","4","3","3","","Non","","","","","5","5","Dans l'ensemble un très bon semestre qui a confirmé mon choix pour la filière ISI"
"2017/01/28 6:25:56 pm CET","5","5","6","","2","3","6","","4","1","6","Un 0 pointé pour l'organisation, pour le premier et le second semestre.","5","6","4","","6","3","6","Le logiciel planner n'était pas disponible au début du projet et n'a, en partie pour cette raison, par servi à grand chose.","4","4","5","","5","4","3","","5","5","5","","6","6","6","","3","5","6","Le système de peer review de code à la fin du projet est parfait.","5","5","5","Utilité du rapport de synthèse ?","4","4","5","","4","4","6","","Oui","5","5","6","","Non","","","","","Oui","5","4","5","","Non","","","","","Non","","","","","Oui","4","4","4","","Non","","","","","5","5",""
"2017/01/30 8:29:52 am CET","2","2","1","","4","5","5","","2","2","1","","5","5","5","","5","4","5","","5","3","5","","6","6","6","","6","6","6","","6","6","6","","6","6","6","","1","1","1","","4","5","4","","5","4","5","","Oui","5","5","5","","Non","","","","","Oui","4","4","3","","Non","","","","","Oui","2","3","1","","Oui","5","6","3","","Non","","","","","5","4",""
"2017/01/30 6:07:36 pm CET","5","5","6","Le cours est très intéressant et favorise l'expression orale qui est pour moi un point très important pour un futur ingénieur.","3","4","4","Les cours sont globalement bien construits, je regrette le fait d'aller un peu vite sur le contenu (pas toujours clair) et donc de ne pas tout comprendre. Je ne sais pas si cela est dû au nombre d'heures ou autre chose par contre. Les TD ont été compliqués, les exercices passés très vite et les explications pas très claires n'ont pas aidé à se faire une idée plus précise du cours.","5","5","3","","5","6","5","Les cours sont clairs et bien détaillés, les polycopiés apportés par les professeurs étaient un bon soutien. Je regrette seulement en TD de ne pas avoir eu systématiquement des explications claires aux exercices pour lesquels nous avions des difficultés.","5","4","6","Un bon encadrement du projet GL fait par les deux professeurs qui nous ont suivis.","3","4","4","","5","6","5","Bonne méthode d'apprentissage avec des cours TP bien construits.","5","5","6","","6","6","6","Un projet compliqué mais qui est très intéressant une fois e démarrage effectué. Un très grand moment dans les études Ensimag et je comprends maintenant pourquoi.","6","6","6","Le cours était très clair et bien détaillé. Le sujet était bien abordé. ","4","4","4","Les conférences métiers sont réellement très utiles cependant je ne pense pas que créer une note autour de ces conférences soit utile.","5","6","6","L'ensemble des compétences essentielles à la gestion de base de données ont été abordés. Les cours étaient très clairs et les professeurs très pédagogues.","5","5","6","Le sujet est intéressant et le cours clair et précis. Le projet à réaliser était lui aussi intéressant.","Non","","","","","Non","","","","","Oui","5","5","4","","Non","","","","","Non","","","","","Oui","5","5","5","Une matière plus compliquée pour des élèves en informatique selon moi mais le sujet est traité de façon à intéresser l'auditoire. Un plan détaillé et un discours clair ont permis de rester motivé tout au long du semestre. Les TD en équipe ne sont pas, selon moi, indispensables et n'apportent pas autant que le cours lui même.","Non","","","","","5","6",""
"2017/01/30 7:10:51 pm CET","5","4","5","","4","5","5","","5","4","4","","4","4","4","","4","4","5","","4","5","5","","6","6","6","","4","5","5","","6","5","6","","5","5","6","","4","4","4","","4","5","5","","5","4","5","","Non","","","","","Non","","","","","Oui","4","4","4","","Oui","6","6","4","","Non","","","","","Oui","5","4","4","","Non","","","","","5","5",""
"2017/02/01 11:17:12 pm CET","2","3","1","Bonjour,

Je suis très insatisfait des cours d'anglais. En 2A, attendu que l'on passe le TOIC, j'espérais une préparation renforcée à cette épreuve, ce qui aurait été l'occasion de revoir des notions de grammaires subtiles et importantes. Cela me semblait très important. Afin de m'assurer de pouvoir en bénéficier, je me suis en plus inscrit sur une liste de personnes volontaires pour une préparation intensive au TOIC. Mais non seulement, je n'en ai pas vu la couleur, mais en plus, absolument aucun accompagnement ne m'a été proposé. 
Maintenant que j'ai le TOIC, je doute de plus en plus de quelconques progrès que je pourrai encore faire en Anglais. Je pense que la rédaction de CV et de Personal Statement était peut-être utile, mais que cela ne m'a rien apporté d'un point de vue linguistique. Je suis déçu, triste de penser que mes cours d'Anglais se sont arrêtés il y a trop longtemps déjà, et j'ai donc bien peu d'espoir en l'option ""étude de la civilisation"", pour qu'elle fasse un petit peu de linguistique. 
S'il y a bien une chose à conserver en 1A, c'est l'étude d'un livre. Je pense que c'est le moment qui m'a fait le plus progresser de toute ma scolarité à l'Ensimag.

Respectueusement.
 ","2","3","5","Le projet d'AOD était très intéressant, et très stimulant. 
En revanche, le cours était dur à comprendre, pas très bien expliqué.","6","6","6","Sauf la gestion et l'attitude de Grenoble INP envers les autres organismes sportifs, qui est exécrable et inacceptable, les sports proposés par les clubs sont de grande qualité.","6","6","6","Le cours, notamment la première partie, est présenté avec brio. 
Il est d'une grande intelligence et finesse. Sa place est déterminante au sein du cursus d'ingénieur en ISI. Il ne doit en aucun cas être supprimé, et devrait être valorisé au maximum par plus de TP et de projets sur TEIDE.","5","5","5","Je pense qu'il ne faut rien changer.","4","4","4","","2","2","5","Les TP sont un grand moment de solitude, pour les élèves qui n'ont pas déjà de connaissances personnelles sur le sujet.
Avec le recul, je considère avec accordé bien trop de temps à des notions qui ne sont pas très dures, mais dont la compréhension est chronophage si l'on n'est pas guidé.","1","2","2","Bonjour, 

La pédagogie de ce cours est très mauvaise. Je considère que l'idée d'instaurer des ""classes inversées"", sans préparation aucune des élèves, est délirante.
Nous étions censé préparer le cours, de manière totalement seule, chez nous, avant de venir en TD, pour y poser des questions. Malheureusement, la compréhension des protocoles n'est pas si aisée pour tout le monde, et c'est très discriminant, que de laisser les élèves seuls face à cette tâche. Non seulement ça demande beaucoup de temps, mais en plus c'est très démotivant et décourageant.
Le professeur, par ailleurs, ne peut pas répondre individuellement aux questions de tout le monde pendant l'heure de TD. J'ai encore bien des questions en suspens. 
Et le matériel mis à notre disposition n'est pas approprié. D'une part, un site avec une longue page de cours, expliqué de manière parfois confuse. D'autre part des slides. Mais des slides seuls, sans la vie que leur donne le professeur, sont de bien peu de valeur.
En résumé, j'ai très mal vécu cette matière. Les heures de TD n'ont pas été agréable, et je me suis beaucoup énervé chez moi sur le cours, car je perdais patience. La seule initiative positive que je trouve, qui a été de faire des questionnaires, a été abandonnée en cours de route.
En conclusion, je désapprouve fortement le fait d'avoir été désigné comme cobaye, d'un nouveau système qui n'a pas fait ses preuves, sans mon consentement.

Respectueusement.
","5","5","6","","6","6","6","","1","1","1","De quoi parle-t-on ? Je n'ai pas disposé de cet enseignement.","5","5","6","","5","6","6","","Non","","","","","Oui","2","1","4","","Non","","","","","Oui","6","6","6","Un cours d'une grande qualité, indispensable. 
Merci de nous avoir appris à déterminer l'incidence fiscale.","Non","","","","","Non","","","","","Non","","","","","4","4",""
"2017/02/06 11:09:20 am CET","5","6","6","Apprentissage de comment faire un CV, passer un entretien, trouver une entreprise, écrire une lettre de motivation.
Des apprentissages très utiles pour la suite !","2","3","6","Cours vraiment intéressant mais mal enseigné...

Les explications ne sont pas assez détaillée, la qualité de l'écriture du professeur laisse à désirer. 

On notera cependant très agréable la disponibilité des corrections sur Chamilo !","6","5","5","","2","5","4","Ce cours est divisé en deux parties et donc enseigné par deux professeurs différents : Mnacho Echenim et Thierry Boy de La Tour.
Pour M. Echenim, rien à redire. Très bon prof, très bonnes explications. On comprend facilement les principes des différents chapitres. Pour les TDs, on a la correction fournie mais le professeur apporte un vrai plus, des explications sur les résultats et refait une correction en direct, en expliquant plus les principes de l'exercice. J'ai particulièrement apprécié la permanence avec la correction du partiel de l'année dernière.

Pour M. Boy de La Tour, c'est une autre histoire... Lors des cours, on a l'impression qu'il ne fait que lire les slides et rien de plus, lors des TDs, la correction est fournie et aucune autre explication n'est fournie, remettant en cause l'intérêt de faire les TDs à l'Ensimag..

Pour le partiel, très gros problème également... Comme on le remarque, beaucoup d'élèves ont en dessous de la moyenne. 
Ceci est principalement dû au fait que la plupart des questions ne portaient au final que sur un seul chapitre du cours (celui sur l'égalité). Pour un cours aussi vaste, c'est vraiment dommage...
Le fait d'abandonner la question sur le Prolog est aussi assez dommage...","5","5","6","","2","3","5","Pour ce projet, le premier problème est la répartition du travail. 
Il est trop linéaire, on ne peut donc pas efficacement répartir les tâches entre les cinq membres.
L'importance du Java est également discutable... Il est précisé que seul les aspects bases de données sont évalués, on se demande donc pourquoi la création d'une application en Java (très chronophage) est demandée également.

Enfin, pour les rapports avec l'enseignant (Christophe BOBINEAU), il est un peu trop sévère, et nous laisse lui demander une validation de l'Analyse seulement une fois. Or cette étape est la plus importante","6","6","6","","6","6","6","On regrette seulement l'abandon des quizzs en cours de semestre, qui était une bonne idée","4","4","6","Les premiers cours sont mals placés, mals organisés. 
Alors que la deadline est concentrée sur le sans-objet, on nous donne des cours sur l'objet, ce qui n'est pas intéressant.

Également, le troisième cours, donnant les méthodes de gestion de projet (projet en V, TestDrivenDevelopment) doit être donné en 1er cours.","6","6","6","","6","6","6","","6","6","6","","6","6","6","","Oui","6","6","6","","Non","","","","","Oui","5","5","5","Gros problème du semestre, le projet (donnant la notation).
Avant que l'on reçoive une notification Teide, aucune communication n'a été faite sur ce que l'on devait faire pour la notation
De plus, suite à une erreur d'envoi, le sujet n'a pas été envoyé et a été reçu 1 semaine avant la 1ère date de rendu Teide","Non","","","","","Non","","","","","Oui","5","5","3","","Non","","","","","5","3","""polycopiés""....
Plus de corrections d'anales de partiels serait vraiment appréciable !

Équilibre des modules : le seul problème est le module FLI/PDI. 
Deux matières sans grand rapport, avec un coefficient identique (3) et dont une des deux matière (FLI) n'a pas donné de très bons résultats à plusieurs personnes...
À l'heure actuelle, les notes de PdI se font toujours attendre.

Il est également très dommage que la section ""Notes en Ligne"" de Zenith ne soit plus utilisée...
Cela pose de nombreux problèmes : 
1) Quand une fiche est posée, on assiste à une ruée des élèves devant le tableau d'affichage, rendant très difficile de voir sa note. De plus on assiste donc à un amas de feuilles sur le tableau d'affichage, rendant difficile de trouver la matière qui nous intéresse.
2) Pour les matières individuelles (EPS), aucun retour
3) Si l'on ne peut pas venir physiquement à l'Ensimag (alternant), aucun moyen de voir sa note
"
"2017/02/06 12:51:05 pm CET","5","6","5","Je pense que le contenu est pertinent et vraiment utile pour notre vie professionnelle, mais les activités que l'on doit faire extra cours (les devoirs et toutes les autres activités) demandent plus de temps que ce qui je pense être nécessaire pour l'anglais (en comparaison avec les autres matières).  ","3","5","6","","5","4","5","","3","4","6","Pendant les cours je pense que peut être serait intéressant d'avoir un peu plus des explications pas seulement théorique et de démonstration de théorème mais un peu plus simple de comprendre la premier fois.","4","4","6","","4","2","5","","6","6","6","","2","5","6","Je pense qui manquait plus d'explications théorique sur les sujets des TDs et, aussi, il serait bien d'avoir les réponses aux exercices au moins à la fin, pour vérifier si on avait bien fait les TDs.","6","5","6","Le poly était un peu difficile à suivre au début, mais je n'arrive pas à penser en une suggestion  pour l'améliorer.","6","5","6","","4","5","5","","4","4","6","","6","4","6","","Non","","","","","Non","","","","","Oui","4","4","6","","Non","","","","","Non","","","","","Oui","5","5","6","","Oui","6","5","4","","5","6",""
